#KEY	SRR11357510	SRR11357511	SRR11357512	SRR11357513	SRR11357514	SRR11357515	SRR11357516	SRR11357517
Geneid	SRR11357510	SRR11357511	SRR11357512	SRR11357513	SRR11357514	SRR11357515	SRR11357516	SRR11357517
gene:ECOLIN_09200	430	513	237	245	501	452	205	235
gene:ECOLIN_09205	1647	2636	318	281	2028	2051	339	230
gene:ECOLIN_09210	580	617	707	608	403	535	317	281
gene:ECOLIN_09215	983	681	755	699	739	782	532	478
gene:ECOLIN_09220	901	885	337	278	632	742	254	253
gene:ECOLIN_09225	876	1001	977	1012	938	933	728	729
gene:ECOLIN_09230	397	427	143	137	413	498	189	159
gene:ECOLIN_09235	580	542	238	146	551	669	242	205
gene:ECOLIN_09240	455	545	201	225	423	428	283	212
gene:ECOLIN_09245	7509	7751	10314	8866	5752	6467	12939	10520
gene:ECOLIN_09255	4010	4607	383	340	2529	2455	487	398
gene:ECOLIN_09265	17008	16884	11764	12919	15223	16846	11364	11525
gene:ECOLIN_09270	15533	14411	9504	10644	15362	14576	10106	10550
gene:ECOLIN_09275	31909	27735	18916	18095	28565	28715	19861	17578
gene:ECOLIN_09280	28279	26931	20591	20651	25454	26054	24263	23339
gene:ECOLIN_09285	2	8	1	9	1	0	3	2
gene:ECOLIN_09295	841	340	117	111	306	379	122	146
gene:ECOLIN_09300	682	866	1544	1402	1148	987	1593	1333
gene:ECOLIN_09305	379	432	271	304	455	525	359	334
gene:ECOLIN_09310	775	746	692	696	931	887	867	830
gene:ECOLIN_09315	535	572	599	580	549	517	608	623
gene:ECOLIN_09320	685	672	317	284	646	598	273	308
gene:ECOLIN_09325	60	43	116	126	57	20	75	82
gene:ECOLIN_09330	8691	6419	821	727	3202	2922	1636	1395
gene:ECOLIN_09335	277	267	166	166	234	269	235	184
gene:ECOLIN_09340	363	326	552	474	473	450	681	586
gene:ECOLIN_09345	294	268	294	256	255	251	192	216
gene:ECOLIN_09350	167	216	164	154	118	166	106	107
gene:ECOLIN_09355	102	147	236	210	90	102	127	115
gene:ECOLIN_09360	55	43	110	81	38	43	49	54
gene:ECOLIN_09365	101	79	110	103	49	96	73	57
gene:ECOLIN_09370	187	141	168	133	57	62	74	61
gene:ECOLIN_09375	807	998	3434	3014	652	813	3960	3244
gene:ECOLIN_09380	1684	1867	113	88	1673	1758	146	183
gene:ECOLIN_09385	362	286	729	638	280	289	482	358
gene:ECOLIN_09390	188	182	92	64	55	73	68	49
gene:ECOLIN_09395	113	132	147	164	122	183	128	110
gene:ECOLIN_09400	35	44	483	436	57	48	310	244
gene:ECOLIN_09405	68	65	1004	877	78	119	615	603
gene:ECOLIN_09410	23	31	1039	1008	23	33	681	649
gene:ECOLIN_09415	13	12	808	877	9	26	757	676
gene:ECOLIN_09420	38	34	2224	2268	26	28	1476	1569
gene:ECOLIN_09430	506	299	116	158	360	309	119	128
gene:ECOLIN_09435	89	165	253	295	423	385	221	174
gene:ECOLIN_09445	66	145	125	106	355	312	145	156
gene:ECOLIN_09450	121	168	58	55	270	224	71	79
gene:ECOLIN_09455	577	504	140	148	741	650	155	137
gene:ECOLIN_09460	473	331	159	130	452	411	145	116
gene:ECOLIN_09465	215	181	89	81	319	271	49	34
gene:ECOLIN_09470	514	609	271	181	1329	1165	182	176
gene:ECOLIN_09475	129	155	129	156	132	168	154	143
gene:ECOLIN_09480	245	271	86	53	232	223	43	50
gene:ECOLIN_09485	277	355	115	116	104	149	77	87
gene:ECOLIN_09490	21078	20467	1202	1337	17890	16962	2520	2458
gene:ECOLIN_09495	377	266	103	122	195	269	96	97
gene:ECOLIN_09500	17	28	42	41	14	28	25	10
gene:ECOLIN_09505	33	22	0	2	4	3	4	2
gene:ECOLIN_09510	2268	2013	495	425	1629	1530	421	358
gene:ECOLIN_09515	2138	2194	990	1034	1494	1803	967	871
gene:ECOLIN_09520	1219	1119	618	629	748	988	581	534
gene:ECOLIN_09525	2522	2115	504	428	1666	1745	474	487
gene:ECOLIN_09530	762	550	137	108	502	549	116	109
gene:ECOLIN_09535	370	315	132	114	318	346	120	118
gene:ECOLIN_09540	190	75	107	106	62	66	107	37
gene:ECOLIN_09545	222	186	412	363	126	183	157	193
gene:ECOLIN_09550	160	139	70	84	111	118	56	52
gene:ECOLIN_09555	78	70	42	31	33	52	31	17
gene:ECOLIN_09560	99	61	46	47	35	36	19	30
gene:ECOLIN_09565	31	28	38	41	16	24	16	23
gene:ECOLIN_09570	24	36	45	49	22	34	30	37
gene:ECOLIN_09575	30	60	71	57	50	50	37	29
gene:ECOLIN_09580	534	231	190	230	128	157	162	165
gene:ECOLIN_09585	1128	529	514	557	394	376	415	406
gene:ECOLIN_09590	77803	94733	42321	41746	113095	109238	44581	42182
gene:ECOLIN_09595	1819	2085	610	694	2373	2928	533	486
gene:ECOLIN_09600	330	302	160	103	307	382	109	99
gene:ECOLIN_09605	1408	856	179	192	1047	887	123	138
gene:ECOLIN_09610	1219	1260	9114	9535	1726	1871	11714	11256
gene:ECOLIN_09615	319	343	3378	3471	536	560	4022	3775
gene:ECOLIN_09620	13	34	133	113	19	24	98	78
gene:ECOLIN_09625	347	239	543	543	311	324	543	456
gene:ECOLIN_09630	584	623	349	296	682	671	367	296
gene:ECOLIN_09640	210	211	130	142	168	186	170	119
gene:ECOLIN_09645	103	97	115	100	89	120	100	73
gene:ECOLIN_09650	195	164	207	177	244	250	169	168
gene:ECOLIN_09655	178	246	751	616	222	273	564	524
gene:ECOLIN_09660	127	153	94	90	77	107	92	66
gene:ECOLIN_09665	2831	2752	736	641	2695	2548	649	585
gene:ECOLIN_09670	498	597	6156	5533	495	720	6246	5997
gene:ECOLIN_09675	13	12	122	147	8	14	104	119
gene:ECOLIN_09680	44	24	451	436	36	20	404	439
gene:ECOLIN_09685	793	536	165	137	553	628	159	191
gene:ECOLIN_09690	23	15	39	19	24	15	21	20
gene:ECOLIN_09695	829	588	319	262	793	755	331	317
gene:ECOLIN_09700	626	509	331	328	520	505	344	276
gene:ECOLIN_09705	738	511	580	472	591	608	434	440
gene:ECOLIN_09710	797	393	21	12	490	443	34	40
gene:ECOLIN_09715	836	608	68	51	567	649	61	38
gene:ECOLIN_09720	750	633	307	265	508	554	216	206
gene:ECOLIN_09725	336	392	490	585	268	344	529	596
gene:ECOLIN_09730	412	369	336	295	337	441	289	281
gene:ECOLIN_09735	449	328	165	121	294	308	133	149
gene:ECOLIN_09740	207	164	115	109	179	198	94	90
gene:ECOLIN_09745	446	352	1341	1345	430	422	1583	1350
gene:ECOLIN_09750	278	229	263	272	223	261	271	250
gene:ECOLIN_09755	1418	1135	190	198	748	691	215	174
gene:ECOLIN_09760	5487	6173	1008	943	7999	8273	1281	1225
gene:ECOLIN_09765	3659	4139	675	712	5751	5523	926	910
gene:ECOLIN_09770	5124	5274	606	604	6878	7047	1060	823
gene:ECOLIN_09775	216	181	26	16	285	298	37	37
gene:ECOLIN_09780	33	27	41	28	18	28	6	24
gene:ECOLIN_09785	689	390	79	51	341	427	108	71
gene:ECOLIN_09790	18321	20640	5772	5488	18962	25780	7002	6445
gene:ECOLIN_09795	851	631	701	629	424	605	599	561
gene:ECOLIN_09800	207	177	166	199	121	179	127	133
gene:ECOLIN_09805	147	107	110	110	85	167	110	83
gene:ECOLIN_09810	982	773	1434	1395	610	764	883	896
gene:ECOLIN_09815	109	68	125	101	69	104	84	56
gene:ECOLIN_09820	2256	1697	14321	13648	1655	1582	5414	4549
gene:ECOLIN_09825	10226	7147	1443	1152	6739	6477	1630	1453
gene:ECOLIN_09830	6380	4773	936	893	4656	4492	1411	1279
gene:ECOLIN_09840	481	462	570	514	355	425	473	508
gene:ECOLIN_09845	1399	1087	322	323	1227	1049	450	355
gene:ECOLIN_09850	614	298	82	74	347	358	80	86
gene:ECOLIN_09855	191	213	1988	1576	294	489	2296	1992
gene:ECOLIN_09860	84	111	709	616	67	114	592	564
gene:ECOLIN_09865	77	80	506	461	90	111	334	346
gene:ECOLIN_09875	784	827	189	198	665	702	212	155
gene:ECOLIN_09880	668	755	195	158	558	539	213	179
gene:ECOLIN_09885	983	1068	465	441	715	818	497	465
gene:ECOLIN_09890	289	161	164	129	174	156	106	62
gene:ECOLIN_09895	651	579	156	160	423	461	113	98
gene:ECOLIN_09900	653	614	137	156	624	572	128	98
gene:ECOLIN_09910	130	126	206	178	146	168	118	92
gene:ECOLIN_09920	425	387	693	670	465	481	1105	1055
gene:ECOLIN_09925	224	231	744	561	181	273	445	371
gene:ECOLIN_09935	1440	1433	776	772	1623	1586	843	733
gene:ECOLIN_09940	1213	1077	570	489	1229	1466	1195	1105
gene:ECOLIN_09945	4369	4843	1435	1352	4378	4586	1790	1577
gene:ECOLIN_09955	547	615	923	777	681	768	771	705
gene:ECOLIN_09960	4661	5124	1101	1068	7154	6636	1457	1494
gene:ECOLIN_09965	951	752	393	281	859	806	343	256
gene:ECOLIN_09970	2355	1555	355	310	2716	2705	1253	993
gene:ECOLIN_09975	5690	3725	506	477	10580	11786	2557	2226
gene:ECOLIN_09980	675	655	1785	1697	788	862	4110	3796
gene:ECOLIN_09985	507	399	395	346	583	590	1260	1046
gene:ECOLIN_09990	679	740	781	763	716	743	782	681
gene:ECOLIN_09995	586	637	944	824	601	555	767	689
gene:ECOLIN_10000	22	31	15	27	15	12	10	6
gene:ECOLIN_10005	800	734	97	119	620	632	113	95
gene:ECOLIN_10010	2030	2147	367	347	1743	1902	381	328
gene:ECOLIN_10015	806	723	160	120	550	796	230	179
gene:ECOLIN_10020	5350	3926	660	741	4043	4366	1220	1022
gene:ECOLIN_10025	367	309	130	117	283	338	172	130
gene:ECOLIN_10030	45	64	168	194	56	102	147	119
gene:ECOLIN_10035	33	22	70	49	15	44	62	38
gene:ECOLIN_10040	56	85	101	103	26	40	84	55
gene:ECOLIN_10045	146	156	308	296	96	140	223	191
gene:ECOLIN_10050	89	92	153	160	61	72	93	118
gene:ECOLIN_10055	52	41	46	51	24	36	53	24
gene:ECOLIN_10065	385	376	762	614	281	379	526	499
gene:ECOLIN_10070	21	15	49	30	16	26	19	44
gene:ECOLIN_10075	19	16	20	25	15	10	13	17
gene:ECOLIN_10080	37	29	45	40	46	18	48	29
gene:ECOLIN_10085	5	4	12	15	7	2	5	13
gene:ECOLIN_10090	62	73	58	63	62	64	93	65
gene:ECOLIN_10095	0	6	7	5	6	4	5	2
gene:ECOLIN_10100	5	10	6	6	19	7	26	17
gene:ECOLIN_10105	10	12	16	31	13	27	26	26
gene:ECOLIN_10110	12	10	15	5	7	2	7	10
gene:ECOLIN_10115	12	7	11	7	4	10	18	20
gene:ECOLIN_10120	1	1	11	9	4	10	10	4
gene:ECOLIN_10125	2	5	3	6	15	12	11	7
gene:ECOLIN_10130	47	43	39	48	96	59	79	64
gene:ECOLIN_10135	21	16	22	32	12	30	25	15
gene:ECOLIN_10140	0	1	0	1	0	1	1	0
gene:ECOLIN_10145	38	28	39	41	32	39	54	42
gene:ECOLIN_10150	26	36	32	37	18	19	27	26
gene:ECOLIN_10160	58	34	49	49	27	62	44	42
gene:ECOLIN_10165	748	774	124	120	570	643	85	68
gene:ECOLIN_10170	2650	2768	565	599	1907	2281	521	451
gene:ECOLIN_10175	146	161	83	73	116	159	64	68
gene:ECOLIN_10180	32	42	42	34	34	26	18	31
gene:ECOLIN_10185	7	5	11	8	12	10	9	9
gene:ECOLIN_10190	2	6	4	9	0	9	13	10
gene:ECOLIN_10195	22	36	62	39	12	6	46	37
gene:ECOLIN_10200	37	19	21	36	28	17	15	9
gene:ECOLIN_10205	4593	4379	1013	1045	4159	4713	1775	1917
gene:ECOLIN_10210	2588	2718	1103	1145	2142	2864	1841	1810
gene:ECOLIN_10220	81	66	94	50	63	93	50	72
gene:ECOLIN_10225	135	71	149	167	100	91	126	117
gene:ECOLIN_10230	29	44	74	72	25	29	70	46
gene:ECOLIN_10235	21	26	31	45	18	12	30	34
gene:ECOLIN_10240	30	23	47	41	25	46	30	48
gene:ECOLIN_10245	6	25	40	53	9	17	55	30
gene:ECOLIN_10250	5	6	26	17	4	12	20	19
gene:ECOLIN_10255	45	42	59	58	31	34	43	60
gene:ECOLIN_10260	0	3	30	25	4	4	17	28
gene:ECOLIN_10265	827	880	814	826	772	813	817	720
gene:ECOLIN_10270	532	511	676	642	316	561	579	507
gene:ECOLIN_10275	38	50	92	80	38	61	78	95
gene:ECOLIN_10280	22	17	59	52	8	16	49	52
gene:ECOLIN_10290	12	9	24	9	5	8	8	14
gene:ECOLIN_10295	8	9	16	17	3	3	10	10
gene:ECOLIN_10300	22	27	31	24	22	18	27	34
gene:ECOLIN_10305	67	91	88	92	84	89	84	83
gene:ECOLIN_10310	64	76	39	44	58	69	53	53
gene:ECOLIN_10315	176	234	148	190	212	200	200	163
gene:ECOLIN_10320	85	73	116	113	72	73	95	74
gene:ECOLIN_10325	2356	1992	1603	1316	1831	1935	1296	1148
gene:ECOLIN_10330	418	317	163	173	317	351	115	147
gene:ECOLIN_10335	430	429	324	241	369	466	238	218
gene:ECOLIN_10340	688	554	238	187	453	472	243	229
gene:ECOLIN_10345	926	600	169	152	575	501	151	162
gene:ECOLIN_10350	80	89	138	132	42	79	95	85
gene:ECOLIN_10355	8	12	33	26	14	11	10	4
gene:ECOLIN_10360	619	604	1097	717	578	756	852	645
gene:ECOLIN_10365	405	433	152	166	403	377	98	131
gene:ECOLIN_10370	2590	1407	449	389	1722	1625	499	528
gene:ECOLIN_10375	131	73	17	30	66	59	21	16
gene:ECOLIN_10380	688	736	183	159	362	464	143	165
gene:ECOLIN_10385	224	178	31	39	101	130	10	24
gene:ECOLIN_10395	2131	2240	146	147	1184	999	157	119
gene:ECOLIN_10400	1131	1311	64	73	491	562	66	63
gene:ECOLIN_10405	896	994	109	90	415	459	66	57
gene:ECOLIN_10410	1096	1142	110	110	515	509	102	67
gene:ECOLIN_10415	323	404	37	35	154	179	24	29
gene:ECOLIN_10420	2879	3625	476	383	1802	1728	272	283
gene:ECOLIN_10425	1678	1746	135	117	874	850	153	119
gene:ECOLIN_10430	4385	4148	569	693	1918	1800	446	444
gene:ECOLIN_10435	1262	1149	294	262	545	526	221	169
gene:ECOLIN_10440	1394	1370	430	433	715	744	223	180
gene:ECOLIN_10445	3009	2397	570	459	3974	4068	766	729
gene:ECOLIN_10450	2544	2341	417	355	3646	4030	591	660
gene:ECOLIN_10455	434	828	944	836	472	739	800	801
gene:ECOLIN_10460	389	467	879	904	557	540	1255	1244
gene:ECOLIN_10465	179	221	660	605	207	220	988	923
gene:ECOLIN_10470	55	68	414	360	24	44	265	214
gene:ECOLIN_10475	165	151	425	358	125	122	207	168
gene:ECOLIN_10480	20	43	39	32	15	42	20	19
gene:ECOLIN_10485	487	585	268	237	293	357	138	130
gene:ECOLIN_10490	481	282	154	123	184	330	85	69
gene:ECOLIN_10500	565	547	220	241	473	442	139	167
gene:ECOLIN_10505	134	203	271	181	178	340	273	269
gene:ECOLIN_10510	450	322	381	332	224	245	213	256
gene:ECOLIN_10515	800	866	1280	1275	734	804	999	910
gene:ECOLIN_10520	1067	493	110	114	630	667	139	108
gene:ECOLIN_10525	338	186	52	46	156	257	63	39
gene:ECOLIN_10530	1147	641	145	127	799	767	104	107
gene:ECOLIN_10535	1164	1386	1482	1496	1423	1455	1602	1426
gene:ECOLIN_10540	2746	2504	752	677	2704	2547	703	602
gene:ECOLIN_10545	2402	2592	1801	1575	2803	2930	1234	1157
gene:ECOLIN_10550	560	448	245	194	392	679	150	134
gene:ECOLIN_10555	545	596	145	130	539	584	115	105
gene:ECOLIN_10560	821	924	229	214	655	589	293	305
gene:ECOLIN_10565	675	670	199	200	424	432	236	247
gene:ECOLIN_10570	1748	1718	1084	951	1131	1285	1118	1061
gene:ECOLIN_10575	163	201	19	38	137	146	76	87
gene:ECOLIN_10580	13	20	0	2	7	9	1	0
gene:ECOLIN_10585	3	3	0	0	2	1	0	0
gene:ECOLIN_10590	0	0	0	0	0	0	0	0
gene:ECOLIN_10595	0	0	0	0	0	0	0	0
gene:ECOLIN_10600	0	0	0	0	0	0	0	0
gene:ECOLIN_10605	325	339	55	47	161	254	112	94
gene:ECOLIN_10610	5	6	0	0	1	1	1	0
gene:ECOLIN_10615	1342	1618	84	77	877	898	70	46
gene:ECOLIN_10620	67120	71111	1516	1554	19912	24415	1122	1124
gene:ECOLIN_10625	3821	4049	245	238	1959	1787	207	198
gene:ECOLIN_10630	1018	971	82	70	420	478	60	69
gene:ECOLIN_10635	732	684	84	77	322	335	64	60
gene:ECOLIN_10640	1163	1165	1121	1182	1170	1214	1536	1463
gene:ECOLIN_10645	717	715	296	332	667	613	365	352
gene:ECOLIN_10650	504	375	192	168	604	579	125	127
gene:ECOLIN_10655	92	78	30	30	96	107	11	36
gene:ECOLIN_10660	70	56	335	344	73	91	294	277
gene:ECOLIN_10665	1624	2350	377	388	966	1073	271	241
gene:ECOLIN_10670	429	460	240	333	254	406	169	186
gene:ECOLIN_10680	192	211	380	420	190	213	251	210
gene:ECOLIN_10685	100	96	218	193	87	60	171	118
gene:ECOLIN_10690	295	313	141	138	180	174	150	97
gene:ECOLIN_10695	1589	1309	81	64	1086	879	56	68
gene:ECOLIN_10700	775	843	48	49	608	489	71	44
gene:ECOLIN_10705	517	427	11	10	269	247	7	17
gene:ECOLIN_10710	620	688	0	13	448	372	9	10
gene:ECOLIN_10715	191	143	8	1	104	101	3	2
gene:ECOLIN_10720	553	534	82	77	358	330	58	48
gene:ECOLIN_10725	499	466	23	21	341	333	18	19
gene:ECOLIN_10730	810	833	66	53	540	541	46	29
gene:ECOLIN_10735	329	295	8	2	177	162	6	3
gene:ECOLIN_10740	172	147	5	4	94	96	8	6
gene:ECOLIN_10745	188	186	24	12	85	138	17	17
gene:ECOLIN_10750	63	62	8	16	36	52	8	9
gene:ECOLIN_10755	445	395	166	166	348	469	175	171
gene:ECOLIN_10760	337	309	340	297	325	330	266	238
gene:ECOLIN_10765	31	59	61	79	36	106	115	45
gene:ECOLIN_10770	276	273	164	126	156	318	176	188
gene:ECOLIN_10775	97	67	22	36	75	77	28	21
gene:ECOLIN_10780	108	87	23	15	97	94	24	16
gene:ECOLIN_10785	980	611	123	108	609	599	102	110
gene:ECOLIN_10790	337	302	545	457	387	291	530	520
gene:ECOLIN_10800	227	213	809	573	170	207	391	295
gene:ECOLIN_10805	474	514	3448	3439	420	380	2417	2244
gene:ECOLIN_10810	534	508	159	202	311	408	190	192
gene:ECOLIN_10815	432	454	262	262	295	344	230	182
gene:ECOLIN_10820	60	88	86	63	66	74	39	53
gene:ECOLIN_10825	111	54	128	150	96	109	228	205
gene:ECOLIN_10830	102	122	138	154	100	117	119	137
gene:ECOLIN_10835	5700	5931	250	234	9125	13190	2705	2920
gene:ECOLIN_10840	1216	1248	334	338	789	866	284	256
gene:ECOLIN_10845	1445	1840	142	144	653	1114	141	222
gene:ECOLIN_10850	68	61	180	135	51	91	68	83
gene:ECOLIN_10855	9	8	20	2	0	4	19	10
gene:ECOLIN_10860	0	8	6	2	0	0	0	0
gene:ECOLIN_10865	72	104	118	116	70	77	53	45
gene:ECOLIN_10870	568	557	65	89	190	412	42	44
gene:ECOLIN_10875	210	519	24	24	275	473	28	16
gene:ECOLIN_10880	81	187	2	12	43	121	0	6
gene:ECOLIN_10885	10	23	23	7	26	12	4	7
gene:ECOLIN_10890	35	15	32	17	15	16	13	19
gene:ECOLIN_10895	7	8	6	3	4	12	4	0
gene:ECOLIN_10905	1351	1531	150	170	638	1061	172	182
gene:ECOLIN_10910	642	642	618	570	504	638	537	449
gene:ECOLIN_10915	17	28	6	8	16	20	18	7
gene:ECOLIN_10920	53	103	32	29	20	46	18	14
gene:ECOLIN_10925	20	34	0	6	10	12	0	5
gene:ECOLIN_10930	617	700	225	201	521	759	156	155
gene:ECOLIN_10935	172	252	129	106	237	313	79	84
gene:ECOLIN_10940	0	1	10	3	0	1	1	5
gene:ECOLIN_10945	0	3	5	5	1	3	0	0
gene:ECOLIN_10950	0	2	0	1	0	1	0	3
gene:ECOLIN_10955	162	193	240	190	145	155	130	198
gene:ECOLIN_10960	114	142	112	100	125	144	78	47
gene:ECOLIN_10965	660	896	308	443	797	840	248	254
gene:ECOLIN_10970	138	90	41	34	106	135	26	28
gene:ECOLIN_10980	390	397	170	126	436	427	122	113
gene:ECOLIN_10985	2725	3561	79	131	3505	3670	439	363
gene:ECOLIN_10990	15972	17419	972	878	18056	18156	2678	2591
gene:ECOLIN_10995	28910	28692	816	800	28767	28782	2841	2649
gene:ECOLIN_11000	37404	33062	664	676	32930	33680	2774	2309
gene:ECOLIN_11005	1088	1202	2208	2041	1068	1132	1724	1465
gene:ECOLIN_11020	9964	10953	580	505	10134	13761	1716	1462
gene:ECOLIN_11025	7118	7724	389	417	7732	9545	1008	936
gene:ECOLIN_11030	18225	20171	562	489	23743	24833	1452	1263
gene:ECOLIN_11035	88059	84152	434	428	72670	72851	2138	1886
gene:ECOLIN_11040	533	433	134	96	276	323	57	26
gene:ECOLIN_11045	1734	1893	3944	3326	1654	1925	2704	2287
gene:ECOLIN_11050	58	39	92	87	45	53	83	65
gene:ECOLIN_11055	33	52	32	62	24	45	18	25
gene:ECOLIN_11060	3887	4328	814	741	3176	3381	773	807
gene:ECOLIN_11065	2083	2001	972	847	1832	1970	968	930
gene:ECOLIN_11070	1625	1801	172	194	1067	1260	127	138
gene:ECOLIN_11075	36	13	15	4	12	14	4	6
gene:ECOLIN_11080	544	405	3448	3591	635	741	4914	4661
gene:ECOLIN_11085	5407	5390	1365	1425	2755	3195	2407	2364
gene:ECOLIN_11090	115	112	15	20	96	63	21	24
gene:ECOLIN_11095	551	725	533	527	407	544	467	423
gene:ECOLIN_11100	138	77	50	56	63	140	52	25
gene:ECOLIN_11105	1090	940	771	695	986	1165	598	535
gene:ECOLIN_11110	7148	7919	3088	2893	5327	8037	2807	2781
gene:ECOLIN_11115	2883	2859	435	410	2318	3129	448	482
gene:ECOLIN_11120	4487	4565	1272	1291	4341	5024	1234	1169
gene:ECOLIN_11125	8640	8722	5078	4912	8985	11012	4518	4174
gene:ECOLIN_11135	1761	1923	247	240	2236	2330	419	400
gene:ECOLIN_11140	873	926	67	103	931	1027	163	165
gene:ECOLIN_11145	32514	34023	3851	3705	33171	40153	5684	5058
gene:ECOLIN_11150	40404	40923	3260	2792	42604	49302	4965	4594
gene:ECOLIN_11155	39979	41928	4624	4844	49993	54467	8703	7731
gene:ECOLIN_11160	53938	54811	3722	3540	57148	58475	6173	5532
gene:ECOLIN_11165	15512	15453	573	653	16528	16824	1360	1226
gene:ECOLIN_11170	12798	13869	647	694	12782	13846	1335	1321
gene:ECOLIN_11175	3762	4016	165	183	2605	3932	303	327
gene:ECOLIN_11180	11810	12585	818	902	9791	13423	1414	1555
gene:ECOLIN_11185	32557	34145	2475	2393	32437	38714	3974	3661
gene:ECOLIN_11195	2750	3676	407	400	1438	3009	187	198
gene:ECOLIN_11200	6310	9006	79	120	3482	5735	92	140
gene:ECOLIN_11205	2141	2111	31	27	1556	1638	16	12
gene:ECOLIN_11215	1490	1463	41	32	1174	1172	30	22
gene:ECOLIN_11220	596	475	149	146	310	444	145	127
gene:ECOLIN_11225	367	291	1645	1567	335	380	2103	1972
gene:ECOLIN_11230	211	163	257	240	111	391	206	159
gene:ECOLIN_11235	108	72	141	153	57	122	95	72
gene:ECOLIN_11240	212	175	209	248	132	219	197	156
gene:ECOLIN_11250	4197	12429	3353	3466	14480	17699	2844	2775
gene:ECOLIN_11260	2077	1705	975	1051	1022	1161	802	820
gene:ECOLIN_11265	4146	3899	2864	3157	2478	2812	2782	2653
gene:ECOLIN_11270	0	0	0	0	1	0	0	0
gene:ECOLIN_11275	0	2	2	0	0	0	2	0
gene:ECOLIN_11280	0	0	0	0	0	0	0	0
gene:ECOLIN_11285	0	0	0	1	0	0	0	0
gene:ECOLIN_11295	48	39	62	49	27	26	27	8
gene:ECOLIN_11300	72	65	24	25	36	60	14	9
gene:ECOLIN_11305	110	83	195	131	113	84	101	73
gene:ECOLIN_11310	202	178	849	782	202	245	681	466
gene:ECOLIN_11315	15	17	53	63	25	16	29	30
gene:ECOLIN_11320	116	114	125	168	60	97	93	102
gene:ECOLIN_11325	23	26	360	231	6	21	71	43
gene:ECOLIN_11330	0	2	5	10	1	1	1	5
gene:ECOLIN_11335	4	16	15	13	9	8	11	11
gene:ECOLIN_11345	35	22	49	41	12	20	18	20
gene:ECOLIN_11350	205	155	240	206	165	210	158	143
gene:ECOLIN_11355	64	73	103	116	55	75	85	95
gene:ECOLIN_11365	99	102	35	38	96	104	56	21
gene:ECOLIN_11370	144	164	103	100	125	143	110	77
gene:ECOLIN_11375	1045	848	1654	1598	626	634	1269	1078
gene:ECOLIN_11380	30	27	3	5	74	61	1	3
gene:ECOLIN_11385	1102	817	326	296	1513	1384	304	200
gene:ECOLIN_11400	21	7	11	27	9	12	9	12
gene:ECOLIN_11405	36	32	27	28	26	41	26	17
gene:ECOLIN_11410	1	6	2	2	0	1	0	1
gene:ECOLIN_11415	73	58	122	97	52	54	89	81
gene:ECOLIN_11420	93	131	116	115	77	79	83	62
gene:ECOLIN_11425	158	209	304	242	160	161	224	165
gene:ECOLIN_11430	21	17	24	32	17	28	18	8
gene:ECOLIN_11435	11	13	8	18	7	9	16	13
gene:ECOLIN_11440	40	23	40	33	33	30	25	25
gene:ECOLIN_11445	5	0	1	6	6	5	4	7
gene:ECOLIN_11450	33	42	85	86	55	49	64	76
gene:ECOLIN_11455	17	9	5	13	7	11	7	7
gene:ECOLIN_11460	8	2	3	3	6	7	4	2
gene:ECOLIN_11465	87	86	99	92	98	90	85	44
gene:ECOLIN_11470	4000	5591	7059	6772	6056	7318	5350	5045
gene:ECOLIN_11475	447	418	188	264	482	448	232	219
gene:ECOLIN_11480	436	539	155	141	334	405	172	170
gene:ECOLIN_11485	197	178	200	232	123	153	126	87
gene:ECOLIN_11490	1344	1273	516	527	1248	1176	586	597
gene:ECOLIN_11495	1051	455	85	81	501	557	94	64
gene:ECOLIN_11500	200	210	1615	1582	166	198	1080	1048
gene:ECOLIN_11505	1755	1851	3777	3433	1923	1819	2794	2356
gene:ECOLIN_11510	308	276	885	999	199	258	454	487
gene:ECOLIN_11515	396	357	1447	1312	230	321	652	599
gene:ECOLIN_11520	2793	3523	417	423	4048	4677	804	783
gene:ECOLIN_11525	2922	5236	612	527	6061	6267	1086	1054
gene:ECOLIN_11530	2608	4343	503	484	5357	5831	940	748
gene:ECOLIN_11535	3313	4570	680	617	6055	6306	890	881
gene:ECOLIN_11540	1508	2103	284	236	2549	2338	448	433
gene:ECOLIN_11545	1950	2187	266	234	2308	2118	440	387
gene:ECOLIN_11550	1819	2042	346	309	2032	1957	487	386
gene:ECOLIN_11555	2313	2291	545	405	2593	2794	676	601
gene:ECOLIN_11560	5159	3193	450	416	2983	3364	499	415
gene:ECOLIN_11565	445	502	378	372	392	493	499	461
gene:ECOLIN_11570	9176	8699	4492	4192	9057	8765	4755	4156
gene:ECOLIN_11575	3561	3508	498	471	3215	3314	611	664
gene:ECOLIN_11580	3661	4123	382	413	2272	3091	508	642
gene:ECOLIN_11585	1908	3056	159	222	788	1429	279	261
gene:ECOLIN_11590	3131	3826	478	679	1722	2784	677	720
gene:ECOLIN_11595	641	1955	113	118	323	641	127	210
gene:ECOLIN_11600	1320	2092	267	389	651	1250	431	516
gene:ECOLIN_11605	1605	2458	254	389	604	1228	338	488
gene:ECOLIN_11615	894	1100	376	491	306	666	448	603
gene:ECOLIN_11620	2616	2151	3906	3907	2811	2851	3248	3048
gene:ECOLIN_11625	50	71	222	237	49	54	82	85
gene:ECOLIN_11630	44	46	38	46	26	50	21	18
gene:ECOLIN_11635	42	51	74	40	58	39	60	34
