"adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","Platform_ORF","GO.Function","GO.Process","GO.Component","Chromosome.annotation"
0.998974957609354,0.286126285678465,1.18787231240948,-5.18366891180485,0.209397065332954,"secA///secA///secA///secA","preprotein translocase subunit SecA///preprotein translocase subunit SecA///preprotein translocase subunit, ATPase///preprotein translocase subunit SecA","b0098","protein binding///ATP binding///ATPase-coupled protein transmembrane transporter activity///ATPase-coupled protein transmembrane transporter activity///identical protein binding","protein targeting///protein transport///protein transport by the Sec complex///protein transport by the Sec complex///protein transport by the Sec complex///chaperone-mediated protein folding///intracellular protein transmembrane transport","cytoplasm///cytosol///cytosol///plasma membrane///integral component of plasma membrane///integral component of plasma membrane///cell envelope Sec protein transport complex///cell envelope Sec protein transport complex","NC_004431.1 (112106..114811)///NC_002655.2 (112885..115590)///NC_000913.3 (108279..110984)///NC_002695.1 (112884..115589)"
0.998974957609354,0.286187166255054,-1.1877039077567,-5.18383801491877,-1.25389993794827,"nagC///ECs0706","transcriptional repressor of nag (N-acetylglucosamine) operon///transcriptional repressor of N-acetylglucosamine operon","Z0823","DNA binding///DNA binding","regulation of transcription, DNA-templated///regulation of transcription, DNA-templated","","NC_002655.2 (780178..781398, complement)///NC_002695.1 (780397..781617, complement)"
0.998974957609354,0.286290953531879,-1.18741688966852,-5.18412619400317,-1.15300814648779,"iap","alkaline phosphatase","c3320","aminopeptidase activity///aminopeptidase activity","proteolysis///post-translational protein modification","outer membrane-bounded periplasmic space","NC_004431.1 (3159791..3160828)"
0.998974957609354,0.28645420449781,-1.18696561358071,-5.18457922050163,-0.19445588520993,"gcvT///gcvT///gcvT///gcvT","glycine cleavage system aminomethyltransferase T///glycine cleavage system aminomethyltransferase T///aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex///glycine cleavage system aminomethyltransferase T","b2905","aminomethyltransferase activity///aminomethyltransferase activity","glycine decarboxylation via glycine cleavage system","cytosol///cytosol","NC_004431.1 (3345525..3346619, complement)///NC_002655.2 (3854009..3855103, complement)///NC_000913.3 (3049573..3050667, complement)///NC_002695.1 (3786701..3787795, complement)"
0.998974957609354,0.2866614704634,1.18639299302217,-5.18515393004505,0.231046276906635,"fixC///fixC///fixC///ECs0046","oxidoreductase FixC///oxidoreductase FixC///putative oxidoreductase///oxidoreductase FixC","b0043","electron-transferring-flavoprotein dehydrogenase activity///flavin adenine dinucleotide binding///iron-sulfur cluster binding","carnitine metabolic process","","NC_004431.1 (46809..48095)///NC_002655.2 (48594..49880)///NC_000913.3 (44180..45466)///NC_002695.1 (48593..49879)"
0.998974957609354,0.286817795522359,-1.18596134999008,-5.18558705001925,-1.05744531584523,"ftsK","DNA translocase FtsK","c1027","DNA binding///protein binding///DNA translocase activity///ATPase activity///double-stranded DNA helicase activity///identical protein binding///sequence-specific DNA binding///sequence-specific DNA binding","septum digestion after cytokinesis///response to osmotic stress///chromosome segregation///chromosome segregation///chromosome segregation///chromosome segregation///response to salt stress///positive regulation of catalytic activity///positive regulation of transcription, DNA-templated///cell division///cellular response to antibiotic","plasma membrane///plasma membrane///integral component of plasma membrane///membrane","NC_004431.1 (987352..991395)"
0.998974957609354,0.286863679812571,-1.18583469415761,-5.18571412327338,-1.62189913467944,"yehQ","hypothetical protein","c2652","","","cytosol","NC_004431.1 (2500803..2502806)"
0.998974957609354,0.287130234322068,-1.18509926838596,-5.18645182966476,-0.322612430727766,"umuD///umuD///umuD///ECs1678","DNA polymerase V subunit UmuD///DNA polymerase V subunit UmuD///translesion error-prone DNA polymerase V subunit; RecA-activated auto-protease///DNA polymerase V subunit UmuD","b1183","single-stranded DNA binding///DNA-directed DNA polymerase activity///protein binding///DNA-dependent ATPase activity///identical protein binding","DNA repair///cellular response to DNA damage stimulus///SOS response///translesion synthesis","DNA polymerase V complex","NC_004431.1 (1468083..1468502)///NC_002655.2 (1763660..1764079)///NC_000913.3 (1230767..1231186)///NC_002695.1 (1672253..1672672)"
0.998974957609354,0.287300158989426,1.18463075895857,-5.18692166454743,0.259895089682495,"bglF","fused beta-glucoside-specific PTS enzymes: IIA component/IIB component/IIC component","b3722","","phosphoenolpyruvate-dependent sugar phosphotransferase system///carbohydrate transmembrane transport","plasma membrane///plasma membrane","NC_000913.3 (3903720..3905597, complement)"
0.998974957609354,0.287371233600407,-1.18443486732159,-5.18711808095366,-0.685376619737744,"acnB","bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase","c0147","mRNA binding///mRNA 3'-UTR binding///aconitate hydratase activity///aconitate hydratase activity///protein binding///2-methylisocitrate dehydratase activity///2-methylisocitrate dehydratase activity///4 iron, 4 sulfur cluster binding///4 iron, 4 sulfur cluster binding","glyoxylate cycle///tricarboxylic acid cycle///tricarboxylic acid cycle///regulation of translation///propionate catabolic process, 2-methylcitrate cycle///propionate catabolic process, 2-methylcitrate cycle","cytosol///cytosol","NC_004431.1 (141945..144542)"
0.998974957609354,0.287380896163331,-1.1844082392332,-5.18714477903524,-0.215294395679621,"bssR///bssR///bssR///bssR","biofilm formation regulatory protein BssR///biofilm formation regulatory protein BssR///repressor of biofilm formation by indole transport regulation///biofilm formation regulatory protein BssR","b0836","","regulation of gene expression///regulation of single-species biofilm formation","","NC_004431.1 (899142..899525)///NC_002655.2 (1005194..1005577)///NC_000913.3 (878248..878631)///NC_002695.1 (1003536..1003919)"
0.998974957609354,0.28751860579018,-1.18402882477,-5.1875251559525,-0.314315155034588,"alsE","allulose-6-phosphate 3-epimerase","b4085","ribulose-phosphate 3-epimerase activity///allulose 6-phosphate 3-epimerase activity///metal ion binding///metal ion binding","pentose-phosphate shunt, non-oxidative branch///D-allose catabolic process///pentose catabolic process///cellular carbohydrate metabolic process///cellular carbohydrate metabolic process","cytosol","NC_000913.3 (4307783..4308478, complement)"
0.998974957609354,0.287857790720451,1.18309499224786,-5.1884610796607,0.243802846095386,"secB///secB///secB///ECs4487","preprotein translocase subunit SecB///preprotein translocase subunit SecB///protein export chaperone///preprotein translocase subunit SecB","b3609","protein binding///unfolded protein binding///unfolded protein binding","protein targeting///protein localization///protein transport///protein transport by the Sec complex///chaperone-mediated protein folding///chaperone-mediated protein transport///chaperone-mediated protein transport","cytosol","NC_004431.1 (4217846..4218313, complement)///NC_002655.2 (4599475..4599942, complement)///NC_000913.3 (3783661..3784128, complement)///NC_002695.1 (4530493..4530960, complement)"
0.998974957609354,0.289766710983845,1.17785740852008,-5.19370304889527,0.169015450554141,"mdh///mdh///mdh///ECs4109","malate dehydrogenase///malate dehydrogenase///malate dehydrogenase, NAD(P)-binding///malate dehydrogenase","b3236","oxidoreductase activity///malate dehydrogenase activity///malate dehydrogenase activity///L-malate dehydrogenase activity","glycolytic process///tricarboxylic acid cycle///malate metabolic process///fermentation///anaerobic respiration","cytoplasm///cytoplasm///cytosol///membrane///extrinsic component of membrane","NC_004431.1 (3806811..3807749, complement)///NC_002655.2 (4185784..4186722, complement)///NC_000913.3 (3383330..3384268, complement)///NC_002695.1 (4118567..4119505, complement)"
0.998974957609354,0.290428070422152,1.17604988446633,-5.19550918130836,0.398354421495521,"exuT///ECs3975","transport of hexuronates///hexuronates transport protein","Z4446","hexuronate transmembrane transporter activity///hexuronate transmembrane transporter activity","hexuronate transmembrane transport","plasma membrane///integral component of plasma membrane","NC_002655.2 (4051952..4053370)///NC_002695.1 (3984736..3986154)"
0.998974957609354,0.290690576762472,-1.17533344561755,-5.19622465435881,-0.417661142360613,"srlB///srlB///srlB///ECs3560","PTS system glucitol/sorbitol-specific transporter subunit IIA///PTS system glucitol/sorbitol-specific transporter subunit IIA///glucitol/sorbitol-specific enzyme IIA component of PTS///PTS system glucitol/sorbitol-specific transporter subunit IIA","b2704","kinase activity///kinase activity///phosphotransferase activity, alcohol group as acceptor","phosphoenolpyruvate-dependent sugar phosphotransferase system///phosphoenolpyruvate-dependent sugar phosphotransferase system///phosphoenolpyruvate-dependent sugar phosphotransferase system","cytoplasm","NC_004431.1 (3109831..3110202)///NC_002655.2 (3618581..3618952)///NC_000913.3 (2827362..2827733)///NC_002695.1 (3551284..3551655)"
0.998974957609354,0.290947824887966,1.17463190863883,-5.19692501738455,0.216579519049368,"yjfJ///yjfJ///yjfJ///ECs5158","hypothetical protein///alpha helical protein///PspA/IM30 family protein///hypothetical protein","b4182","identical protein binding","","cytosol","NC_004431.1 (5018624..5019322)///NC_002655.2 (5294266..5294964)///NC_000913.3 (4410553..4411251)///NC_002695.1 (5264280..5264978)"
0.998974957609354,0.291760720702387,-1.17241864761315,-5.19913309174142,-0.400493253597777,"rpmC///rpmC///rpmC///rpmC","50S ribosomal protein L29///50S ribosomal protein L29///50S ribosomal subunit protein L29///50S ribosomal protein L29","b3312","structural constituent of ribosome","ribosomal large subunit assembly","cytosolic large ribosomal subunit///cytosolic large ribosomal subunit","NC_004431.1 (3879944..3880135, complement)///NC_002655.2 (4250802..4250993, complement)///NC_000913.3 (3448568..3448759, complement)///NC_002695.1 (4183580..4183771, complement)"
0.998974957609354,0.291854290072163,-1.17216423489131,-5.19938676370229,-0.211739301051328,"mgsA///mgsA///mgsA///mgsA","methylglyoxal synthase///methylglyoxal synthase///methylglyoxal synthase///methylglyoxal synthase","b0963","methylglyoxal synthase activity///methylglyoxal synthase activity","methylglyoxal biosynthetic process///methylglyoxal biosynthetic process","cytosol///cytosol","NC_004431.1 (1070345..1070803, complement)///NC_002655.2 (1245251..1245709, complement)///NC_000913.3 (1026557..1027015, complement)///NC_002695.1 (1156028..1156486, complement)"
0.998974957609354,0.291939304746211,-1.17193314420187,-5.19961715566641,-0.278181030362546,"hyaC///hyaC///hyaC///ECs1130","hydrogenase 1 b-type cytochrome subunit///hydrogenase 1 b-type cytochrome subunit///hydrogenase 1, b-type cytochrome subunit///hydrogenase 1 b-type cytochrome subunit","b0974","heme binding///heme binding","fermentation///anaerobic respiration///oxidation-reduction process","plasma membrane///integral component of plasma membrane///integral component of plasma membrane///integral component of plasma membrane///[Ni-Fe] hydrogenase complex","NC_004431.1 (1078855..1079562)///NC_002655.2 (1299003..1299710)///NC_000913.3 (1035066..1035773)///NC_002695.1 (1214186..1214893)"
0.998974957609354,0.292038438742726,-1.17166374827799,-5.19988570594431,-0.205294193134133,"ybhN///ybhN///ybhN///ECs0866","hypothetical protein///hypothetical protein///UPF0104 family inner membrane protein///hypothetical protein","b0788","","","plasma membrane","NC_004431.1 (844164..845120, complement)///NC_002655.2 (945562..946518, complement)///NC_000913.3 (821542..822498, complement)///NC_002695.1 (943909..944865, complement)"
0.998974957609354,0.292333427264752,1.17086259324236,-5.20068414814421,1.82758184095021,"lacZ///lacZ","beta-D-galactosidase///beta-D-galactosidase","Z0440","magnesium ion binding///beta-galactosidase activity///beta-galactosidase activity///alkali metal ion binding///identical protein binding","lactose catabolic process///lactose catabolic process","beta-galactosidase complex///beta-galactosidase complex","NC_002655.2 (420009..423083, complement)///NC_002695.1 (420007..423081, complement)"
0.998974957609354,0.293474925409206,-1.16776907739873,-5.20376440182099,-0.20504404718173,"gntT///gntT///gntT///ECs4257","high-affinity gluconate transporter///high-affinity transport of gluconate / gluconate permease///gluconate transporter, high-affinity GNT I system///gluconate permease","b3415","gluconate transmembrane transporter activity","gluconate transmembrane transport","plasma membrane///integral component of plasma membrane///membrane","NC_004431.1 (3973172..3974488)///NC_002655.2 (4325955..4327271)///NC_000913.3 (3546559..3547875)///NC_002695.1 (4258733..4260049)"
0.998974957609354,0.293886082267582,1.16665740427596,-5.20487022491406,0.2491292047121,"ptsH///ptsH///ptsH///ECs3287","PTS system phosphohistidinoprotein-hexose phosphotransferase subunit Hpr///PTS system phosphohistidinoprotein-hexose phosphotransferase Hpr///phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr)///PTS system phosphohistidinoprotein-hexose phosphotransferase Hpr","b2415","protein binding///enzyme activator activity///phosphoenolpyruvate-protein phosphotransferase activity///kinase activity","phosphoenolpyruvate-dependent sugar phosphotransferase system///positive regulation of glycogen catabolic process","cytosol///phosphoenolpyruvate-dependent sugar phosphotransferase complex","NC_004431.1 (2814656..2814913)///NC_002655.2 (3327989..3328246)///NC_000913.3 (2533764..2534021)///NC_002695.1 (3258155..3258412)"
